body_type,bought_condition,car_id,city,color,condition,engine_size,fuel_type,make,mileage,model,price,registered_city,selling_condition,transmission,year_of_manufacture
,Registered,jEY4wdZXIfigYtZdAlMyIhViNYhDg6C,Karu,Silver,Nigerian Used,2000,Petrol,Kia,82500,Sportage,4515000,,Registered,Automatic,2015
,Imported,jEY4wdZ9f8zHJ2DYfuIEIAyyEruvHVn,Akure,Silver,Nigerian Used,1700,Petrol,Acura,230265,TL,2835000,Ondo,Registered,Automatic,2003
Sedan,Registered,jEY4wdZWtnTnrICXzogdocrNFbn7rvC,Ibeju,Red,Nigerian Used,2400,Petrol,Toyota,200430,Camry,4725000,ABUJA,Registered,Automatic,2007
,Imported,jEY4wdZHJe4mD4LSMHDkWClTbl5w9uS,Amuwo-Odofin,Black,Nigerian Used,2400,Petrol,Hyundai,271960,Sonata,5775000,ABUJA,Registered,Automatic,2011
Sedan,Imported,jEY4wdZXWFDyPSx1i71oIypwwU0fESV,Ojodu,Red,Nigerian Used,3500,Petrol,Lexus,321422,GS,5250000,LAGOS,Registered,Automatic,2007
,Imported,jEY4wdZuvYOmOdsmeofSQLbANCpMlFt,Gudu,Silver,Nigerian Used,4600,Petrol,Mercedes-Benz,86908,GL-Class,15750000,,Registered,Automatic,2010
SUV,Imported,jEY4wdZmXyC5MoJ7kgI0jg1E8PcQe4I,Surulere,Black,Foreign Used,3500,Petrol,Mercedes-Benz,256550,M Class,15080000,,Imported,Automatic,2010
,Registered,jEY4wdZyGT1K0LuueG6rzQTRq4yehn9,Lekki,White,Nigerian Used,3500,Petrol,Toyota,216263,Avalon,4725000,,Registered,Automatic,2007
,Imported,jEY4wdZgea75kcyjyEoqRIEWt8FAJfT,Ikeja,Black,Foreign Used,1800,Petrol,Toyota,78934,Corolla,20800000,,Imported,Automatic,2018
SUV,Registered,jEY4wdZEdEG5ZeF0jABNQwjuyTzYlTK,Ibadan,Black,Nigerian Used,3500,Petrol,Ford,266078,Edge,2625000,LAGOS,Registered,Automatic,2007
SUV,Imported,jEY4wdZtt9CcoyevIXl8cGdPxbbUKT5,Lekki,Black,Nigerian Used,4600,Petrol,Lexus,95528,GX,38850000,LAGOS,Registered,Automatic,2017
,Imported,jEY4wdZTjC8SSoyrBsQ1sDaoi4sW6nj,Ajah,Silver,Nigerian Used,3000,Petrol,BMW,158574,535i,2940000,Lagos,Registered,Automatic,2009
,Imported,jEY4wdZBUsT2gUNCnlMemW2B9O3e3Yq,Ilupeju,Gray,Nigerian Used,3300,Petrol,Toyota,158988,Sienna,4672500,LAGOS,Registered,Automatic,2006
,Imported,jEY4wdZiBoU0OXnYI4rVLyPfTetSeHK,Isolo,Red,Nigerian Used,3300,Petrol,Toyota,308750,Sienna,5720000,LAGOS,Registered,Automatic,2005
SUV,Imported,jlCs49Qb2UpSE5QzMukT0aZWAFkPbA,Ogudu,Silver,Foreign Used,4600,Petrol,Lexus,107691,GX,55120000,,Imported,Automatic,2017
,Imported,jEY4wdZv58Ee1RSLOjloQLKcUgdbfRu,Jabi,Red,Foreign Used,3500,Petrol,Acura,166936,TLX,13650000,,Imported,Automatic,2015
,Imported,jEY4wdZbGyZqdlhD9e9DfZ5Yz03Bkx4,Gwarinpa,Silver,Nigerian Used,3500,Petrol,Toyota,240129,Camry,8840000,,Registered,Automatic,2011
SUV,Imported,jEY4wdZUlG7tnYNPHGiXhwuwiaTWsCz,Magodo,Gray,Nigerian Used,2000,Petrol,Hyundai,289629,Santa Fe,13335000,LAGOS,Registered,Automatic,2013
,Imported,jEY4wdZVY2KuOgRr5x5NT48WJG6Ewxh,Ajah,Black,Nigerian Used,2400,Petrol,Honda,229827,Accord,4784000,Lagos,Registered,Automatic,2008
Minivan,Imported,jEY4we0099jWzwVUFF1bS3tpuPOZRKy,Port-Harcourt,Silver,Nigerian Used,3300,Petrol,Toyota,201240,Sienna,4472000,,Registered,Automatic,2005
Hatchback,Imported,jEY4wdZmKUxHDSuhzx70hazVSL5Bxw1,Ibadan,Black,Foreign Used,1800,Petrol,Toyota,451213,Matrix,7035000,,Imported,Automatic,2007
SUV,Registered,jEY4wdZa2AO1pJzAIOyNIFOBnZajmc4,Central Business District,Blue,Nigerian Used,3500,Petrol,Lexus,110033,RX 350,8400000,,Registered,Automatic,2007
SUV,Imported,jEY4wdZpO8XcO8HX2I8B8EzrlXAsYoS,Ikeja,Black,Nigerian Used,4500,Petrol,Porsche,89094,Cayenne,3675000,,Registered,Automatic,2004
Coupe,Imported,jEY4wdZnJZFWwcAuePR31NsJSgQ66Fh,Jabi,Black,Nigerian Used,40000,Petrol,Mercedes-Benz,38208,C63,141750000,ABUJA,Registered,Automatic,2020
SUV,Imported,jEY4wdZHH8FTHXMO0UYvIJNEgNKB1ih,Abeokuta North,Purple,Nigerian Used,23000,Petrol,Mazda,170606,CX-7,4200000,LAGOS,Registered,Automatic,2007
,Imported,jEY4wdZtzFc2oJAP2CaYZJehz8YYjSc,Lekki,Red,Nigerian Used,2500,Petrol,Toyota,202268,Camry,14175000,,Registered,Automatic,2016
,Registered,jEY4wdZTl64Ast8a8xcweoM00gILvt6,Oshimili South,Black,Nigerian Used,2400,Petrol,Toyota,186524,Camry,6825000,ABUJA,Registered,Automatic,2014
,Registered,jEY4wdZQFiBEMlcEGFdoFapxxRixaTm,Benin City,Black,Nigerian Used,2500,Petrol,Toyota,66813,Camry,13650000,ABUJA,Registered,Automatic,2015
SUV,Registered,jEY4wdZPtuSBXAgHp9Kgig83XneR9jh,Alimosho,Gray,Nigerian Used,3300,Petrol,Lexus,232705,RX 330,7350000,Enugu State,Registered,Automatic,2004
SUV,Imported,jEY4wdZxrHsyx0whlvu6T3byOHeMgja,Oshimili South,Red,Nigerian Used,3500,Petrol,Toyota,181935,Venza,11235000,,Registered,Automatic,2009
SUV,Imported,jEY4wdZTvNGz5IBcBz9GGatnBvlMyGD,Ogba,Gray,Nigerian Used,3500,Petrol,Honda,246682,Pilot,4725000,,Registered,Automatic,2009
SUV,Imported,jEY4wdZyVfWzNJnO3AHkQNqjQtiFKJl,Port-Harcourt,Red,Nigerian Used,3500,Petrol,Ford,131777,Explorer,7850000,,Registered,Automatic,2011
Convertible,Imported,jEY4wdZQGGpqRx4sJfdApOBFruBeDuS,Garki 2,Red,Nigerian Used,1600,Petrol,Peugeot,108547,206,3675000,ABUJA,Registered,Automatic,2004
SUV,Brand new,jlCs49Pl9RRbqjNp9IwEmAlkLyHxcI,Lugbe District,Black,Nigerian Used,4600,Petrol,Toyota,42834,Land Cruiser,31500000,FCT,Registered,Automatic,2014
,Brand new,jEY4wdZcUomV6Wp3fmjSf9ADVx85OjT,Isolo,Gray,Nigerian Used,1600,Petrol,Kia,159526,Cerato,3675000,Lagos,Registered,Manual,2012
SUV,Imported,jEY4wdZAlqvxJfBatnMH8uX0S1V9LpL,Ikotun/Igando,Black,Nigerian Used,3700,Petrol,Acura,294316,MDX,6300000,Lagos,Registered,Automatic,2008
SUV,Imported,jEY4wdZrzXKePI0DrvbkxsXGa5EJQj7,Ilupeju,Brown,Foreign Used,3500,Petrol,Lexus,156822,RX 350,29120000,,Imported,Automatic,2015
SUV,Imported,jEY4we01hxddB3Nz64gZ29gB3eiTz6u,Benin City,Silver,Nigerian Used,1500,Petrol,Ford,85783,Escape,11550000,Lagos,Registered,Automatic,2018
SUV,Registered,jEY4wdZZhSse8KXvfPvVbaY4h9vgbhq,Gwagwalada,Gray,Nigerian Used,3500,Petrol,Honda,278871,Pilot,2835000,ABUJA,Registered,Automatic,2005
,Imported,jEY4wdZvboR8aFExxbqhj7PHsULNk24,Lekki,Red,Nigerian Used,2400,Petrol,Honda,79760,Accord,8610000,LAGOS,Registered,Automatic,2014
,Registered,jEY4wdZvmzwJUbytvr8JAzDUgnEOKmj,Karu,Gray,Nigerian Used,3000,Petrol,Toyota,145774,Camry,3150000,,Registered,Automatic,2005
,Registered,jEY4wdZu37ZEHxwb5Xq1sfdopKxOVuG,Yaba,Gray,Nigerian Used,2000,Petrol,Mazda,140805,3,5250000,,Registered,Automatic,2007
,Imported,jEY4wdZEOg9u01l5g8okYE99VYpdXC6,Ikeja,Blue,Nigerian Used,1600,Petrol,Mercedes-Benz,34791,C-Class,19425000,,Registered,Manual,2016
,Imported,jEY4wdZy3zHwaYpSV32RcmzJSuO5mS2,Enugu,Black,Nigerian Used,3000,Petrol,Mercedes-Benz,166807,C300,5565000,ENUGU,Registered,Automatic,2009
SUV,Imported,jEY4wdZTJhZ9DpPd2P9bba4d83AkZDr,Alimosho,Gold,Nigerian Used,3300,Petrol,Toyota,192972,Highlander,8190000,Lagos State,Registered,Automatic,2007
,Registered,jEY4wdZFbQoEs6OFSxU8Vz2ZOTI9dtW,Ikeja,Silver,Nigerian Used,1600,Petrol,Hyundai,138457,Accent,3885000,,Registered,Automatic,2012
Sedan,Imported,jEY4wdZDVPXxPYcEF1NwMvYo2JcegQi,Ikotun/Igando,Black,Nigerian Used,3500,Petrol,Lexus,156862,ES,7350000,Lagos,Registered,Automatic,2007
SUV,Registered,jEY4wdZfSJWo9vG1eAwWbc2JvsjUabz,Ikorodu,Black,Nigerian Used,3500,Petrol,Ford,67949,Explorer,6300000,,Registered,Automatic,2016
Hatchback,Imported,jEY4wdZbxqJDmtK7r8NnM8U2BYDesIi,Ajah,Silver,Nigerian Used,3000,Petrol,Toyota,194485,Sienna,3255000,Lagos,Registered,Automatic,2002
,Registered,jEY4wdZx8TiiCHP2z1UKW3ahLzjK5Ts,Abeokuta North,Gray,Nigerian Used,3000,Petrol,Toyota,310590,Camry,2310000,LAGOS,Registered,Automatic,2000
,Imported,jEY4wdZgb4qn8vofJ3yPRkjiIQmFNdT,Lekki,Black,Foreign Used,3500,Petrol,Toyota,224171,Highlander,28035000,,Imported,Automatic,2015
,Imported,jEY4wdZkkxXGGovsmPEsw55gdy6O0f2,Amuwo-Odofin,Gray,Nigerian Used,3300,Petrol,Toyota,362688,Sienna,4940000,ENUGU,Registered,Automatic,2005
SUV,Registered,jEY4wdZ9fv1AzPl0H4R47TZjn2GRPh0,Yaba,Silver,Nigerian Used,2000,Petrol,Kia,79904,Sportage,4200000,LAGOS,Registered,Automatic,2009
,Registered,jEY4wdZQf1Z9DKUfSmuNi9lgwT3kuOI,Umuahia,Silver,Nigerian Used,3500,Petrol,Toyota,125386,Avalon,3675000,AKWA IBOM,Registered,Automatic,2005
Sedan,Registered,jEY4wdZLLRhkF8Dl3jYUJBX2lfrooec,Port-Harcourt,Gray,Nigerian Used,3500,Petrol,Honda,168746,Accord,4200000,,Registered,Automatic,2008
,Brand new,jEY4wdZwCIq74OBAKjS2JrmwtsgTWg0,Ibadan,Blue,Brand New,1400,Petrol,Kia,4653,Rio,16800000,,Brand new,Automatic,2023
Saloon,Imported,jEY4wdZcLMhI1xaN8ZAiohM9iVq9yJL,Ikorodu,Brown,Foreign Used,20000,Petrol,Hyundai,536684,Sonata,5145000,,Imported,Automatic,2009
,Imported,jEY4wdZfFQ3K8ZFLAjZevrEh5s2O4Qm,Lekki,Gray,Nigerian Used,3200,Petrol,Audi,223342,A6,5250000,,Registered,Automatic,2007
SUV,Imported,jEY4wdZZ1NsTB6JwCwd7DJLHhFeFA10,Ilupeju,Blue,Foreign Used,2400,Hybrid,Toyota,130035,RAV4,43680000,,Imported,Automatic,2020
,Registered,jEY4wdZBBapZ3nsccrMsVdGypF84NuE,Kubwa,White,Nigerian Used,2000,Petrol,Volkswagen,133899,Passat,2625000,Abuja,Registered,Automatic,2008
SUV,Imported,jEY4wdZz4y0WliyTJjvRoIq5cA8PjBg,Ibadan,White,Nigerian Used,3200,Petrol,Volvo,184381,XC90,5775000,LAGOS,Registered,Automatic,2008
SUV,Registered,jEY4wdZNfzopqBc5f05iV2SnPjDJke3,Surulere,Gray,Nigerian Used,4000,Petrol,Nissan,182278,Pathfinder,6090000,LAGOS,Registered,Automatic,2009
,Registered,jEY4wdZODzp8JbYHE6lovKvMkMoWIGx,Gwagwalada,Green,Nigerian Used,3500,Petrol,Toyota,179143,Camry,5824000,KANO,Registered,Automatic,2007
,Imported,jEY4wdZJp4YZEnuE6C1QfJQyxVTkalb,Ibadan,Gray,Foreign Used,1800,Petrol,Toyota,130688,Corolla,9880000,,Imported,Automatic,2010
,Imported,jEY4we00Z2qBVTUYsCXMmcxjEtuGtFf,Lekki,Red,Foreign Used,1800,Petrol,Toyota,356776,Corolla,7350000,,Imported,Automatic,2006
,Imported,jEY4wdZpEmvTNQB1gaR3jGm1pOMjkKG,Garki 2,White,Nigerian Used,3000,Petrol,Mercedes-Benz,117857,C300,14175000,Abuja,Registered,Automatic,2010
,Registered,jEY4wdZZki32uuYbOFpgUjhzn1qJLu9,Port-Harcourt,Red,Nigerian Used,3500,Petrol,Toyota,152707,Sienna,4725000,,Registered,Automatic,2008
SUV,Imported,jEY4wdZjqJehRLF8fqDQdlmfFxmTjNa,Lekki,Brown,Nigerian Used,5000,Petrol,Land Rover,63367,Range Rover,15750000,LAGOS,Registered,Automatic,2006
SUV,Imported,jEY4wdZjLBTgJFsegnpodkY1xcPMFuC,Magodo,Silver,Foreign Used,2000,Petrol,Land Rover,166951,Range Rover,21525000,,Imported,Automatic,2013
SUV,Imported,jEY4wdZScPIUPV47eik8JUFoOCisZWg,Magodo,Black,Nigerian Used,4700,Petrol,Lexus,377924,LX,9135000,LAGOS,Registered,Automatic,2007
SUV,Imported,jEY4wdZBsdhOMu3Ctt73Z5hbqnADF0a,Lekki,Gold,Nigerian Used,3500,Petrol,Lexus,152570,RX 350,14700000,LAGOS,Registered,Automatic,2010
,Imported,jEY4wdZmiU1NPWwy3ol0Aabj4n3GRci,Gudu,White,Foreign Used,3500,Petrol,Mercedes-Benz,26074,C350,8925000,,Imported,Automatic,2009
SUV,Brand new,jEY4we00yxA37cuHx2MniX13tnD7Sl8,Ikeja,Black,Nigerian Used,2400,Petrol,Honda,59075,CR-V,26250000,Lagos,Registered,Automatic,2019
SUV,Imported,jEY4wdZh6XkU4zvb0v3xDPji5qltx53,Garki 2,Gray,Foreign Used,3000,Petrol,Mercedes-Benz,71430,GLE-Class,116480000,,Imported,Automatic,2020
Sedan,Imported,jEY4wdZAWWpTYLGX2StHN8AyFR1qmL6,Amuwo-Odofin,Gold,Foreign Used,2400,Petrol,Toyota,220632,Camry,10400000,,Imported,Automatic,2009
,Imported,jEY4wdZAO57zWHwCkMpaHZRBm1cPF9v,Surulere,Silver,Nigerian Used,3000,Petrol,Peugeot,152115,407,4200000,ABIA STATE,Registered,Automatic,2004
Sedan,Registered,jEY4wdZYWHv7xGKeDZJevcLCgKUddwm,Owerri,Black,Nigerian Used,3500,Petrol,Toyota,145207,Avalon,5355000,LAGOS,Registered,Automatic,2012
SUV,Registered,jEY4wdZwXNo7WZWsILjRS1kupBTW976,Ikorodu,White,Nigerian Used,3500,Petrol,Mercedes-Benz,1,GLK-Class,9975000,,Registered,Automatic,2011
,Registered,jEY4wdZx5AaInwswjs90pV3qDPSatrP,Yaba,Gray,Nigerian Used,3700,Petrol,Mazda,217202,CX-9,10500000,LAGOS,Registered,Automatic,2009
SUV,Imported,jEY4wdZtH3shlirBozOPvJVUVmw5r3e,Lekki,Black,Nigerian Used,3500,Petrol,Mercedes-Benz,200197,GLK-Class,10500000,LAGOS,Registered,Automatic,2010
SUV,Registered,jEY4wdZLXT1LdeFeXFjqis9JFVxUuaN,Benin City,Gold,Nigerian Used,3500,Petrol,Infiniti,237314,FX35,2100000,,Registered,Automatic,2003
SUV,Registered,jEY4wdZgncTtvAq21PiwvkiPwmlMXyQ,Ojodu,Black,Nigerian Used,4700,Petrol,Lexus,67006,GX,13650000,,Registered,Automatic,2006
SUV,Registered,jEY4wdZz39VLj8zmh76k1ykRvERERGZ,Karu,Gray,Nigerian Used,2500,Petrol,Nissan,193677,Rogue,2925000,,Registered,CVT,2008
,Brand new,jEY4wdZAtf8xYIcxqiZ5fbNgoaPTPJo,Ikotun/Igando,Black,Nigerian Used,3500,Petrol,Ford,45331,Taurus,11550000,,Registered,Automatic,2013
,Registered,jEY4wdZMoZ4mSlqszHnDJG2bhZmKJx9,Port-Harcourt,Silver,Nigerian Used,1800,Petrol,Nissan,305615,Almera,1890000,,Registered,Manual,2004
SUV,Imported,jEY4wdZF0r5bdNThDuOraCzlRLcQSAM,Ibadan,Burgandy,Foreign Used,3500,Petrol,Toyota,109686,Highlander,31500000,,Imported,Automatic,2017
SUV,Registered,jEY4wdZrhVFce7PID3tLDzdyIM9elm0,Akure,Black,Nigerian Used,3300,Petrol,Hyundai,189516,Santa Fe,5040000,LAGOS,Registered,Automatic,2007
SUV,Imported,jEY4wdZhmtTs2nH8WoP3fvVe2DvhzHu,Ikorodu,Black,Nigerian Used,2000,Petrol,Ford,168293,Escape,6825000,,Registered,Automatic,2013
SUV,Registered,jEY4wdZxnrqOYT8NZhYxKsrCJSz0Epv,Ikorodu,Gray,Nigerian Used,3800,Petrol,Lexus,164502,RX 330,6825000,LAGOS,Registered,Automatic,2004
SUV,Imported,jEY4wdZI8UYd9MYNLYHARKn3znPjNts,Benin City,White,Nigerian Used,3300,Petrol,Lexus,285236,RX 350,9450000,EDO,Registered,Automatic,2007
SUV,Registered,jEY4wdZB1LJn3mqwbamNVukFrNO9Avq,Ikorodu,Silver,Nigerian Used,3800,Petrol,Acura,276335,MDX,3675000,,Registered,Automatic,2007
,Imported,jEY4we008O2XuBdHqu2rZCLSUgpYLOk,Abule Egba,Black,Nigerian Used,3500,Petrol,Honda,182042,Accord Crosstour,8925000,Lagos,Registered,Automatic,2011
Sedan,Registered,jEY4wdZdaqvNTlhl4afJy927Azui4Zv,Lugbe District,Green,Nigerian Used,3000,Petrol,Jaguar,99999,S-Type,4725000,FCT,Registered,Automatic,2005
SUV,Imported,jlCs49QEH0hIZ2D3HFI4iWwt9UZYKW,Isolo,White,Nigerian Used,3000,Petrol,Mazda,166615,MPV,3675000,,Registered,Automatic,2004
SUV,Imported,jEY4wdZkn5jH4gmWifl4saGcgJZapce,Yaba,Gray,Foreign Used,3500,Petrol,Lexus,14982,RX 350,57200000,,Imported,Automatic,2017
,Imported,jEY4wdZAFWpaPx7OInAGAWtaSxG70fZ,Alimosho,Blue,Nigerian Used,3000,Petrol,BMW,507505,530i,6300000,Lagos,Registered,Automatic,2005
SUV,Registered,jEY4wdZCpGxBh2kZ49svc6II9lgS5S4,Ogudu,Gray,Nigerian Used,3500,Petrol,Toyota,199856,RAV4,5880000,,Registered,Automatic,2006
,Imported,jEY4wdZWxOuWXIbdomKdu8JQEEKPke3,Lekki,Gray,Nigerian Used,1800,Petrol,Kia,124904,Cerato,3990000,,Registered,Automatic,2011
Saloon,Imported,jEY4wdZv9w5EVo2v5oNmmc3tHDPnl5B,Ajah,Black,Nigerian Used,1800,Petrol,Toyota,217214,Corolla,3123750,Lagos,Registered,Automatic,2004
SUV,Imported,jEY4wdZHIUllTkDwWAW2lnM8FQ1DoEv,Alimosho,Green,Nigerian Used,2500,Petrol,Dodge,59590,Journey,2835000,Abuja,Registered,Automatic,2010
,Imported,jEY4wdZXhvG8apC8Dct2IOvUKy36z3H,Magodo,White,Nigerian Used,3500,Petrol,Nissan,255175,Maxima,7455000,Lagos,Registered,Automatic,2012
Sedan,Imported,jEY4wdZQPCk1PkdMUoECcPj2tYwkynx,Lugbe District,Black,Nigerian Used,2000,Petrol,Honda,131459,Accord,18375000,,Registered,Automatic,2018
SUV,Registered,jEY4wdZFFxMGbdoe17Luy41VGcbizo8,Port-Harcourt,Red,Nigerian Used,,Petrol,Nissan,28782,Xterra,3570000,,Registered,Automatic,2005
SUV,Imported,jEY4wdZkx4oWRbR0ExurQFFfVjDM3xY,Port-Harcourt,Black,Nigerian Used,5000,Petrol,Land Rover,67817,Lr4,12600000,,Registered,Automatic,2011
SUV,Imported,jEY4wdZFhYs9yJMzrmDx1OI11noU4yx,Port-Harcourt,Blue,Nigerian Used,2400,Petrol,Toyota,167051,RAV4,15750000,,Registered,Automatic,2014
SUV,Registered,jEY4wdZdroXFC69SNZzYsQeaeKsjEw0,Port-Harcourt,Black,Nigerian Used,3500,Petrol,Toyota,17179,Highlander,25725000,,Registered,Automatic,2015
Sedan,Registered,jEY4wdZQau1iRLsLZp1hDzWjbZGYDda,Uyo,Silver,Nigerian Used,3500,Petrol,Toyota,134566,Avalon,6300000,AKWA IBOM,Registered,Automatic,2005
Truck,Imported,jEY4wdZOjSwJ3HujLLfHmRYAi9Rb8OS,Lekki,Black,Nigerian Used,5400,Petrol,Ford,240059,F-250,26250000,,Registered,Automatic,2008
Sedan,Imported,jEY4wdZttaq2PDakAk9Jgu4RPC7dp06,Lekki,Blue,Foreign Used,3500,Petrol,Lexus,268711,ES,23400000,,Imported,Automatic,2013
,Brand new,jEY4wdZpE8I7gWesTfS7SooGMEsABX1,Lekki,Black,Nigerian Used,2000,Petrol,Audi,46606,A6,46200000,,Registered,Automatic,2014
SUV,Imported,jEY4wdZhbdUJSVTVhJwtia1I0wNGdvn,Ilupeju,Red,Foreign Used,3500,Petrol,Toyota,290003,Sienna,12584250,,Imported,Automatic,2012
,Registered,jEY4we00TCukTZ1AVFWm7LffUxkgjrI,Gudu,Black,Nigerian Used,2400,Petrol,Honda,113446,Accord,10500000,,Registered,Automatic,2017
SUV,Imported,jEY4wdZJ26DiFfj8VQtjlBcpgXzujgr,Surulere,White,Nigerian Used,3700,Petrol,Ford,205609,Explorer,7875000,,Registered,Automatic,2013
SUV,Imported,jEY4wdZM6upuBSWZbeTgkJawcpFA5En,Karu,Black,Nigerian Used,4600,Petrol,Lexus,131264,GX,19950000,,Registered,Automatic,2011
SUV,Imported,jEY4wdZAsZ6hWmI1bOr2o7reXUzp35Y,Kaduna / Kaduna State,Black,Nigerian Used,3500,Petrol,Nissan,37906,Pathfinder,13020000,Kaduna,Registered,Automatic,2015
SUV,Registered,jEY4wdZUa2T1XWSe0PAI3kovmP2Cov9,Ogudu,Red,Nigerian Used,3500,Petrol,Toyota,28509,Highlander,24150000,Lagos,Registered,Automatic,2016
,Registered,jEY4wdZSeQqgYkb6CWZUp7fl2ySdCKU,Ilupeju,Black,Nigerian Used,1800,Petrol,Toyota,90193,Corolla,11025000,Abuja,Registered,Automatic,2014
,Imported,jlCs49Qih4KRjTjaGsPZxN80JTVNw4,Abule Egba,White,Nigerian Used,2400,Petrol,Mitsubishi,215395,SpaceWagon,3465000,LAGOS,Registered,Automatic,2005
,Imported,jEY4wdZLc9wnFK7K7kf9sg8CFwJBX1a,Ogba,Blue,Nigerian Used,1800,Petrol,Toyota,100326,Corolla,7280000,LAGOS,Registered,Automatic,2012
SUV,Registered,jEY4wdZx3GRaw0H475l3BfYc5FpHGMa,Yaba,Silver,Nigerian Used,3500,Petrol,Honda,169075,Pilot,7350000,LAGOS,Registered,Automatic,2010
,Imported,jEY4wdZxfHYFqv7WqcjVje9T1ep1OFH,Alimosho,Blue,Nigerian Used,2400,Petrol,Honda,255539,Accord,3570000,Lagos,Registered,Automatic,2005
,Registered,jEY4wdZgyz7tUciJuBrahuu4qzH2SVz,Ibadan,Black,Nigerian Used,2500,Petrol,Toyota,139726,Camry,7140000,Lagos,Registered,Automatic,2012
SUV,Imported,jEY4wdZF0SzS0SBpkZtc7tlLS7wwTRn,Ikorodu,Gray,Nigerian Used,4700,Petrol,Toyota,185234,4-Runner,8925000,,Registered,Automatic,2008
,Imported,jEY4wdZOmUANTYzqT4XapRQhDynFSpT,Oshimili South,Black,Nigerian Used,3500,Petrol,Lexus,269260,ES,5040000,LAGOS,Registered,Automatic,2007
SUV,Brand new,jlCs49Q8ymI2eavxWHPILZwvL2b6Wa,Ikeja,White,Nigerian Used,3500,Petrol,Ford,122647,Explorer,8400000,Lagos,Registered,Automatic,2013
SUV,Registered,jEY4wdZKMFoBMFbZSmTiG8jSvcpGyRO,Asokoro,White,Nigerian Used,3000,Petrol,Land Rover,25261,Range Rover Velar,63000000,,Registered,Automatic,2022
SUV,Imported,jEY4wdZLPlJzhQAZHz7LTR23uN77cOz,Alimosho,Black,Foreign Used,3500,Petrol,Mercedes-Benz,161869,M Class,14040000,,Imported,Automatic,2010
,Imported,jEY4wdZEwa3UAT7C2c6twhmt2xJoHB9,Abule Egba,Green,Nigerian Used,,Petrol,Nissan,85491,Sentra,8925000,LAGOS,Registered,CVT,2014
,Registered,jEY4wdZjAkahnstyIJssK8LCMMPOtCM,Ilupeju,Gray,Nigerian Used,3000,Petrol,BMW,23142,3 Series,3990000,Abuja,Registered,Automatic,2006
SUV,Imported,jEY4we00oOS7kPHN2UuUqSxn1sEuNx0,Isolo,White,Foreign Used,3500,Petrol,Toyota,101836,Venza,21840000,,Imported,Automatic,2013
,Brand new,jEY4wdZyI5G1lgBHZuW5dwKOswTFvLi,Port-Harcourt,Silver,Nigerian Used,1600,Petrol,Kia,93660,Cerato,4305000,RIVERS STATE,Registered,Automatic,2011
SUV,Imported,jEY4wdZSnFkUs2YfmE9qpNbKrEbUgYi,Lekki,Red,Foreign Used,4400,Petrol,BMW,169090,X6,14700000,,Imported,Automatic,2009
SUV,Imported,jlCs49PQCZvJQS4q2DrGh0elC5JCo4,Gwarinpa,Black,Foreign Used,3000,Petrol,Toyota,435189,Highlander,6468000,,Imported,Automatic,2003
SUV,Imported,jEY4we0050zMl6dCRgTgT62nWLqBRMj,Uyo,Gray,Foreign Used,3500,Petrol,Lexus,76943,RX 350,30160000,,Imported,Automatic,2015
,Imported,jEY4wdZAkisuncbRE5QD4FEOMkqu8oP,Ajah,Beige,Nigerian Used,3500,Petrol,Honda,109420,Pilot,2730000,Lagos,Registered,Automatic,2007
SUV,Imported,jEY4wdZh0V5aYllY4AOaI3IQJ2nV1tG,Magodo,Black,Foreign Used,3500,Petrol,Lexus,111620,RX 350,27040000,,Imported,Automatic,2015
,Imported,jEY4wdZva1WrN4peZunAHKUz9p6d1oo,Lekki,Black,Nigerian Used,4600,Petrol,Mercedes-Benz,72867,S-Class,33600000,,Registered,Automatic,2014
Hatchback,Registered,jEY4wdZf7iAPEXkHyVKaAyyDCblN1KE,Ibadan,Silver,Nigerian Used,1600,Petrol,Volkswagen,298241,Golf,2100000,Abuja,Registered,Manual,1999
SUV,Imported,jEY4wdZTH47co7VEveTlTVbKyIoQ4hb,Lekki,Black,Foreign Used,3000,Petrol,Mercedes-Benz,211736,GLE-Class,45150000,,Imported,Automatic,2016
Sedan,Registered,jEY4wdZh0Le0m7kYX2q3THMFpxBWijs,Lugbe District,Purple,Nigerian Used,3300,Petrol,Lexus,170355,ES,5040000,FCT,Registered,Automatic,2005
Coupe,Imported,jEY4wdZF1ZMUjtz0RwNfpouocMihhVt,Umuahia,White,Foreign Used,3000,Petrol,BMW,303273,7 Series,21000000,,Imported,Manual,2013
,Imported,jEY4wdZOO2MiviPz4hTSu3lrMTXYmQq,Ikeja,Burgandy,Foreign Used,2400,Petrol,Honda,299509,Accord,13520000,,Imported,Automatic,2013
SUV,Imported,jEY4wdZ9dcXo3Hmhs613cXjUGn44Osk,Yaba,White,Foreign Used,3500,Petrol,Lexus,132574,RX 350,57200000,,Imported,Automatic,2017
,Imported,jEY4wdZkmihtLsq84Sx4VVW1zpxHlEW,Lekki,White,Nigerian Used,2500,Petrol,Lexus,83843,IS,7350000,,Registered,Automatic,2007
,Imported,jEY4wdZiDPJZu6KnkSKUtd3kuig8OoQ,Ilupeju,Silver,Foreign Used,,Petrol,Toyota,338695,Camry,14560000,,Imported,Automatic,2012
SUV,Imported,jEY4wdZmwzXuiZcgP7F35iqCJFQ5cEw,Lekki,Black,Nigerian Used,3000,Petrol,Mercedes-Benz,31139,GLE-Class,42000000,LAGOS,Registered,Automatic,2019
